s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_PRODUCTS,MLR_WATER VAPOR
 5.9407246E+001, 1.3236238E+001,-3.4774429E+000,-5.5934787E-002,-3.8595555E+000, 3.7137569E-004, 0.0000000E+000, 0.0000000E+000, 5.6073340E+000, 5.8436757E+000, 0.0000000E+000, 6.3124821E-004, 0.0000000E+000, 0.0000000E+000
 6.0002495E+001, 1.3267169E+001,-3.5092731E+000,-5.5213372E-002,-3.8755830E+000, 3.6843631E-004, 0.0000000E+000, 0.0000000E+000, 5.5194922E+000, 5.8274676E+000, 0.0000000E+000, 6.3233284E-004, 0.0000000E+000, 0.0000000E+000
 6.0608341E+001, 1.3268687E+001,-3.5131304E+000,-5.6767447E-002,-3.9219716E+000, 3.6448260E-004, 0.0000000E+000, 0.0000000E+000, 5.5230313E+000, 5.7771821E+000, 0.0000000E+000, 6.3341994E-004, 0.0000000E+000, 0.0000000E+000
 6.1207329E+001, 1.3316312E+001,-3.5424065E+000,-5.6901352E-002,-3.8893093E+000, 3.6985782E-004, 0.0000000E+000, 0.0000000E+000, 5.5392299E+000, 5.8280646E+000, 0.0000000E+000, 6.3450747E-004, 0.0000000E+000, 0.0000000E+000
 6.1801846E+001, 1.3320724E+001,-3.5461521E+000,-5.7153061E-002,-3.9192956E+000, 3.7102856E-004, 0.0000000E+000, 0.0000000E+000, 5.5369279E+000, 5.7984941E+000, 0.0000000E+000, 6.3558482E-004, 0.0000000E+000, 0.0000000E+000
 6.2402905E+001, 1.3362713E+001,-3.5646137E+000,-5.7238472E-002,-3.9562131E+000, 3.6795537E-004, 0.0000000E+000, 0.0000000E+000, 5.4521939E+000, 5.7850154E+000, 0.0000000E+000, 6.3666652E-004, 0.0000000E+000, 0.0000000E+000
 6.3007652E+001, 1.3370591E+001,-3.5916167E+000,-5.7668514E-002,-3.9739146E+000, 3.6978018E-004, 0.0000000E+000, 0.0000000E+000, 5.4657035E+000, 5.7477614E+000, 0.0000000E+000, 6.3775630E-004, 0.0000000E+000, 0.0000000E+000
 6.3606293E+001, 1.3415177E+001,-3.6065862E+000,-5.7525000E-002,-4.0133791E+000, 3.7087849E-004, 0.0000000E+000, 0.0000000E+000, 5.3570616E+000, 5.7380575E+000, 0.0000000E+000, 6.3884481E-004, 0.0000000E+000, 0.0000000E+000
 6.4204147E+001, 1.3416705E+001,-3.6241572E+000,-5.9081007E-002,-4.0602944E+000, 3.7093592E-004, 0.0000000E+000, 0.0000000E+000, 5.3153117E+000, 5.6735437E+000, 0.0000000E+000, 6.3992662E-004, 0.0000000E+000, 0.0000000E+000
 6.4802010E+001, 1.3441316E+001,-3.6452050E+000,-5.8100716E-002,-4.1139528E+000, 3.7054679E-004, 0.0000000E+000, 0.0000000E+000, 5.2953208E+000, 5.6244278E+000, 0.0000000E+000, 6.4100792E-004, 0.0000000E+000, 0.0000000E+000
 6.5402870E+001, 1.3449307E+001,-3.6454385E+000,-5.9975141E-002,-4.0882912E+000, 3.7145243E-004, 0.0000000E+000, 0.0000000E+000, 5.4156931E+000, 5.6559734E+000, 0.0000000E+000, 6.4209184E-004, 0.0000000E+000, 0.0000000E+000
 6.6002350E+001, 1.3504018E+001,-3.6740249E+000,-6.1344312E-002,-4.1225439E+000, 3.7160741E-004, 0.0000000E+000, 0.0000000E+000, 5.3920066E+000, 5.6464764E+000, 0.0000000E+000, 6.4317492E-004, 0.0000000E+000, 0.0000000E+000
 6.6607285E+001, 1.3513329E+001,-3.6842494E+000,-6.1364592E-002,-4.1502434E+000, 3.7385545E-004, 0.0000000E+000, 0.0000000E+000, 5.3276988E+000, 5.6178455E+000, 0.0000000E+000, 6.4426615E-004, 0.0000000E+000, 0.0000000E+000
 6.7204895E+001, 1.3527925E+001,-3.7093497E+000,-6.1594533E-002,-4.1721566E+000, 3.7799570E-004, 0.0000000E+000, 0.0000000E+000, 5.3088728E+000, 5.5852024E+000, 0.0000000E+000, 6.4535297E-004, 0.0000000E+000, 0.0000000E+000
 6.7805862E+001, 1.3557126E+001,-3.7201318E+000,-6.2950972E-002,-4.2021412E+000, 3.7805226E-004, 0.0000000E+000, 0.0000000E+000, 5.2409111E+000, 5.5722802E+000, 0.0000000E+000, 6.4643653E-004, 0.0000000E+000, 0.0000000E+000
 6.8400536E+001, 1.3567889E+001,-3.7395421E+000,-6.3485802E-002,-4.2398020E+000, 3.7549717E-004, 0.0000000E+000, 0.0000000E+000, 5.2786059E+000, 5.5254350E+000, 0.0000000E+000, 6.4751838E-004, 0.0000000E+000, 0.0000000E+000
 6.9002762E+001, 1.3614135E+001,-3.7547713E+000,-6.2982379E-002,-4.2819793E+000, 3.7723789E-004, 0.0000000E+000, 0.0000000E+000, 5.2378201E+000, 5.5147790E+000, 0.0000000E+000, 6.4859750E-004, 0.0000000E+000, 0.0000000E+000
 6.9602234E+001, 1.3625883E+001,-3.7714381E+000,-6.3869687E-002,-4.2780320E+000, 3.8040147E-004, 0.0000000E+000, 0.0000000E+000, 5.3610548E+000, 5.5129234E+000, 0.0000000E+000, 6.4968596E-004, 0.0000000E+000, 0.0000000E+000
 7.0200211E+001, 1.3653989E+001,-3.7886920E+000,-6.4053466E-002,-4.3127354E+000, 3.8258487E-004, 0.0000000E+000, 0.0000000E+000, 5.2700301E+000, 5.4888903E+000, 0.0000000E+000, 6.5076656E-004, 0.0000000E+000, 0.0000000E+000
 7.0802986E+001, 1.3666277E+001,-3.8113090E+000,-6.1834366E-002,-4.3648044E+000, 3.7607629E-004, 0.0000000E+000, 0.0000000E+000, 5.2362842E+000, 5.4287053E+000, 0.0000000E+000, 6.5185360E-004, 0.0000000E+000, 0.0000000E+000
 7.1402283E+001, 1.3697702E+001,-3.8223871E+000,-6.1359353E-002,-4.4258287E+000, 3.8121116E-004, 0.0000000E+000, 0.0000000E+000, 5.0656386E+000, 5.3885080E+000, 0.0000000E+000, 6.5294174E-004, 0.0000000E+000, 0.0000000E+000
 7.2006020E+001, 1.3728133E+001,-3.8395750E+000,-6.1353521E-002,-4.4491036E+000, 3.7988896E-004, 0.0000000E+000, 0.0000000E+000, 5.1424000E+000, 5.3784804E+000, 0.0000000E+000, 6.5402657E-004, 0.0000000E+000, 0.0000000E+000
 7.2603294E+001, 1.3732974E+001,-3.8441965E+000,-6.1493595E-002,-4.4493123E+000, 3.7713783E-004, 0.0000000E+000, 0.0000000E+000, 5.1335880E+000, 5.3783486E+000, 0.0000000E+000, 6.5511351E-004, 0.0000000E+000, 0.0000000E+000
 7.3200058E+001, 1.3773232E+001,-3.8751101E+000,-6.1109228E-002,-4.4364281E+000, 3.7765993E-004, 0.0000000E+000, 0.0000000E+000, 5.1417390E+000, 5.4009618E+000, 0.0000000E+000, 6.5619452E-004, 0.0000000E+000, 0.0000000E+000
 7.3808060E+001, 1.3754044E+001,-3.8806890E+000,-6.4289342E-002,-4.4685432E+000, 3.8332336E-004, 0.0000000E+000, 0.0000000E+000, 5.1371450E+000, 5.3409062E+000, 0.0000000E+000, 6.5728614E-004, 0.0000000E+000, 0.0000000E+000
 7.4404320E+001, 1.3817762E+001,-3.9028793E+000,-6.2849065E-002,-4.4523863E+000, 3.8392100E-004, 0.0000000E+000, 0.0000000E+000, 5.0567850E+000, 5.4000315E+000, 0.0000000E+000, 6.5837242E-004, 0.0000000E+000, 0.0000000E+000
